measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),97,Argentina,3,Both,22,All Ages,480,Thyroid cancer,1,Number,2016,6088.56912,6653.895236,5577.348985
2,DALYs (Disability-Adjusted Life Years),97,Argentina,3,Both,22,All Ages,974,Diabetes and kidney diseases,1,Number,2016,643065.2614,747428.2206,550831.3979
2,DALYs (Disability-Adjusted Life Years),97,Argentina,3,Both,22,All Ages,417,Liver cancer,1,Number,2016,45560.11848,49051.77759,42505.6285
2,DALYs (Disability-Adjusted Life Years),97,Argentina,3,Both,22,All Ages,429,Breast cancer,1,Number,2016,157798.6203,172435.1602,144507.0193
2,DALYs (Disability-Adjusted Life Years),97,Argentina,3,Both,22,All Ages,456,Pancreatic cancer,1,Number,2016,95244.9218,101273.7869,89618.65251
2,DALYs (Disability-Adjusted Life Years),97,Argentina,3,Both,22,All Ages,459,Malignant skin melanoma,1,Number,2016,15293.09619,19013.68486,10724.23304
2,DALYs (Disability-Adjusted Life Years),97,Argentina,3,Both,22,All Ages,544,Parkinson's disease,1,Number,2016,43321.29662,48179.88108,39354.76144
2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All Ages,974,Diabetes and kidney diseases,1,Number,2016,63724.60486,75790.54285,53847.90588
2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All Ages,487,Leukemia,1,Number,2016,4959.711962,5253.779799,4665.169012
2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All Ages,544,Parkinson's disease,1,Number,2016,2893.308334,3204.656048,2388.848263
2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All Ages,417,Liver cancer,1,Number,2016,8502.280589,8968.008594,8075.23234
2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All Ages,429,Breast cancer,1,Number,2016,13895.97119,14696.19513,13113.80535
2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All Ages,456,Pancreatic cancer,1,Number,2016,7992.813965,8377.142855,7619.028248
2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All Ages,459,Malignant skin melanoma,1,Number,2016,529.777309,670.5764163,389.0448478
2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All Ages,471,Kidney cancer,1,Number,2016,2553.211816,2771.694469,2150.389464
2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All Ages,474,Bladder cancer,1,Number,2016,3765.681749,4030.828431,3513.348122
2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All Ages,480,Thyroid cancer,1,Number,2016,585.0217731,640.0032777,533.4419104
2,DALYs (Disability-Adjusted Life Years),71,Australia,3,Both,22,All Ages,417,Liver cancer,1,Number,2016,35229.31806,37623.5904,32637.42379
2,DALYs (Disability-Adjusted Life Years),71,Australia,3,Both,22,All Ages,429,Breast cancer,1,Number,2016,83457.07831,91227.13229,75851.52082
2,DALYs (Disability-Adjusted Life Years),71,Australia,3,Both,22,All Ages,456,Pancreatic cancer,1,Number,2016,54221.03554,57610.01809,51002.85756
2,DALYs (Disability-Adjusted Life Years),71,Australia,3,Both,22,All Ages,459,Malignant skin melanoma,1,Number,2016,42757.61904,55412.20371,31119.44136
2,DALYs (Disability-Adjusted Life Years),71,Australia,3,Both,22,All Ages,471,Kidney cancer,1,Number,2016,25665.30094,27603.00555,23672.4801
2,DALYs (Disability-Adjusted Life Years),71,Australia,3,Both,22,All Ages,474,Bladder cancer,1,Number,2016,18062.774,19481.71018,16705.96899
2,DALYs (Disability-Adjusted Life Years),71,Australia,3,Both,22,All Ages,480,Thyroid cancer,1,Number,2016,3969.187179,4466.69901,3540.085255
2,DALYs (Disability-Adjusted Life Years),71,Australia,3,Both,22,All Ages,487,Leukemia,1,Number,2016,47752.97917,50800.22826,44892.07725
2,DALYs (Disability-Adjusted Life Years),71,Australia,3,Both,22,All Ages,974,Diabetes and kidney diseases,1,Number,2016,227881.9459,272809.3271,189064.3273
2,DALYs (Disability-Adjusted Life Years),71,Australia,3,Both,22,All Ages,544,Parkinson's disease,1,Number,2016,31365.16092,34906.93276,24901.70872
2,DALYs (Disability-Adjusted Life Years),75,Austria,3,Both,22,All Ages,544,Parkinson's disease,1,Number,2016,13129.44469,15054.38231,11688.27051
2,DALYs (Disability-Adjusted Life Years),75,Austria,3,Both,22,All Ages,480,Thyroid cancer,1,Number,2016,1663.582856,1848.890081,1495.637842
2,DALYs (Disability-Adjusted Life Years),75,Austria,3,Both,22,All Ages,487,Leukemia,1,Number,2016,17590.81588,18472.6919,16492.01051
2,DALYs (Disability-Adjusted Life Years),75,Austria,3,Both,22,All Ages,974,Diabetes and kidney diseases,1,Number,2016,121362.543,144617.4748,101318.3635
2,DALYs (Disability-Adjusted Life Years),75,Austria,3,Both,22,All Ages,471,Kidney cancer,1,Number,2016,9943.823115,11458.93503,9301.911989
2,DALYs (Disability-Adjusted Life Years),75,Austria,3,Both,22,All Ages,474,Bladder cancer,1,Number,2016,9875.523147,10521.74284,9271.073029
2,DALYs (Disability-Adjusted Life Years),75,Austria,3,Both,22,All Ages,417,Liver cancer,1,Number,2016,17454.43645,18469.71845,16497.9674
2,DALYs (Disability-Adjusted Life Years),75,Austria,3,Both,22,All Ages,429,Breast cancer,1,Number,2016,35857.50847,38108.22163,33712.66996
2,DALYs (Disability-Adjusted Life Years),75,Austria,3,Both,22,All Ages,456,Pancreatic cancer,1,Number,2016,32121.48203,33486.22124,30853.24617
2,DALYs (Disability-Adjusted Life Years),75,Austria,3,Both,22,All Ages,459,Malignant skin melanoma,1,Number,2016,8263.303451,9329.984025,5274.936002
2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All Ages,417,Liver cancer,1,Number,2016,18287.1585,22443.12811,14779.33777
2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All Ages,429,Breast cancer,1,Number,2016,24068.66048,27789.5092,20570.66196
2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All Ages,544,Parkinson's disease,1,Number,2016,5571.135897,6235.13397,4912.422361
2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All Ages,456,Pancreatic cancer,1,Number,2016,12323.71709,13695.7785,11047.54356
2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All Ages,459,Malignant skin melanoma,1,Number,2016,1280.464484,1549.143589,900.6047953
2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All Ages,471,Kidney cancer,1,Number,2016,8667.385444,10124.53443,7275.313249
2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All Ages,474,Bladder cancer,1,Number,2016,4814.111689,5453.301344,4206.782572
2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All Ages,480,Thyroid cancer,1,Number,2016,1116.414739,1354.977745,945.5573448
2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All Ages,487,Leukemia,1,Number,2016,21147.21025,25704.15373,15967.2788
2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All Ages,974,Diabetes and kidney diseases,1,Number,2016,160640.7051,194397.3484,134311.532
2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All Ages,417,Liver cancer,1,Number,2016,639.9058787,737.5148316,551.9694984
2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All Ages,429,Breast cancer,1,Number,2016,2237.731541,2615.961312,1913.463712
2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All Ages,456,Pancreatic cancer,1,Number,2016,832.2356391,940.1931948,729.0655756
2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All Ages,459,Malignant skin melanoma,1,Number,2016,47.98578077,63.10799792,31.76471274
2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All Ages,544,Parkinson's disease,1,Number,2016,350.699125,402.3077455,302.3395758
2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All Ages,471,Kidney cancer,1,Number,2016,344.9964457,399.2112279,297.6525794
2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All Ages,474,Bladder cancer,1,Number,2016,349.2146491,424.1415555,301.9154793
2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All Ages,480,Thyroid cancer,1,Number,2016,87.84722059,101.571081,73.82760778
2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All Ages,487,Leukemia,1,Number,2016,1331.825075,1745.533596,1137.619807
2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All Ages,974,Diabetes and kidney diseases,1,Number,2016,27485.0914,32533.20565,23217.52713
2,DALYs (Disability-Adjusted Life Years),161,Bangladesh,3,Both,22,All Ages,417,Liver cancer,1,Number,2016,73709.67397,89821.78398,59235.97826
2,DALYs (Disability-Adjusted Life Years),161,Bangladesh,3,Both,22,All Ages,429,Breast cancer,1,Number,2016,214612.7416,258560.1021,178684.7144
2,DALYs (Disability-Adjusted Life Years),161,Bangladesh,3,Both,22,All Ages,544,Parkinson's disease,1,Number,2016,56598.42126,70077.11397,47722.68299
2,DALYs (Disability-Adjusted Life Years),161,Bangladesh,3,Both,22,All Ages,480,Thyroid cancer,1,Number,2016,18302.38505,23853.87723,14429.2126
2,DALYs (Disability-Adjusted Life Years),161,Bangladesh,3,Both,22,All Ages,487,Leukemia,1,Number,2016,193205.6577,241133.0201,151095.3178
2,DALYs (Disability-Adjusted Life Years),161,Bangladesh,3,Both,22,All Ages,974,Diabetes and kidney diseases,1,Number,2016,1772021.988,2056637.143,1537783.772
2,DALYs (Disability-Adjusted Life Years),161,Bangladesh,3,Both,22,All Ages,456,Pancreatic cancer,1,Number,2016,48188.99864,58510.66269,39223.58005
2,DALYs (Disability-Adjusted Life Years),161,Bangladesh,3,Both,22,All Ages,459,Malignant skin melanoma,1,Number,2016,6151.632693,10222.35069,4387.565515
2,DALYs (Disability-Adjusted Life Years),161,Bangladesh,3,Both,22,All Ages,471,Kidney cancer,1,Number,2016,17672.34794,21698.20308,12540.23913
2,DALYs (Disability-Adjusted Life Years),161,Bangladesh,3,Both,22,All Ages,474,Bladder cancer,1,Number,2016,22119.12746,35822.99451,16607.95627
2,DALYs (Disability-Adjusted Life Years),107,Barbados,3,Both,22,All Ages,417,Liver cancer,1,Number,2016,434.2821164,479.1722812,389.7412317
2,DALYs (Disability-Adjusted Life Years),107,Barbados,3,Both,22,All Ages,429,Breast cancer,1,Number,2016,1854.93362,2064.293056,1649.193854
2,DALYs (Disability-Adjusted Life Years),107,Barbados,3,Both,22,All Ages,544,Parkinson's disease,1,Number,2016,343.2049986,378.4296846,308.9212808
2,DALYs (Disability-Adjusted Life Years),107,Barbados,3,Both,22,All Ages,456,Pancreatic cancer,1,Number,2016,559.072219,610.6836913,507.731193
2,DALYs (Disability-Adjusted Life Years),107,Barbados,3,Both,22,All Ages,459,Malignant skin melanoma,1,Number,2016,62.02682075,85.56583011,47.70267218
2,DALYs (Disability-Adjusted Life Years),107,Barbados,3,Both,22,All Ages,471,Kidney cancer,1,Number,2016,257.4545825,335.0019917,227.5736145
2,DALYs (Disability-Adjusted Life Years),107,Barbados,3,Both,22,All Ages,474,Bladder cancer,1,Number,2016,184.0349764,202.891922,166.4500628
2,DALYs (Disability-Adjusted Life Years),107,Barbados,3,Both,22,All Ages,480,Thyroid cancer,1,Number,2016,64.59285627,71.90732587,57.72314431
2,DALYs (Disability-Adjusted Life Years),107,Barbados,3,Both,22,All Ages,487,Leukemia,1,Number,2016,637.1914755,693.2686923,579.7537167
2,DALYs (Disability-Adjusted Life Years),107,Barbados,3,Both,22,All Ages,974,Diabetes and kidney diseases,1,Number,2016,9579.911508,11080.96406,8366.01864
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,22,All Ages,417,Liver cancer,1,Number,2016,10020.4292,11345.12501,8864.061192
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,22,All Ages,429,Breast cancer,1,Number,2016,30179.57609,32630.90848,27866.03556
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,22,All Ages,456,Pancreatic cancer,1,Number,2016,21805.91956,24157.44733,19975.11444
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,22,All Ages,459,Malignant skin melanoma,1,Number,2016,7357.647134,8640.848528,5211.980334
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,22,All Ages,471,Kidney cancer,1,Number,2016,14691.06989,16535.79901,12796.33588
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,22,All Ages,474,Bladder cancer,1,Number,2016,7972.8319,8964.532426,7016.049397
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,22,All Ages,480,Thyroid cancer,1,Number,2016,2072.338136,2390.288578,1853.014938
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,22,All Ages,544,Parkinson's disease,1,Number,2016,10919.11745,12089.08558,9819.787104
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,22,All Ages,974,Diabetes and kidney diseases,1,Number,2016,80709.00191,103843.3517,60277.92792
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,22,All Ages,487,Leukemia,1,Number,2016,17961.80419,20134.36189,15948.95975
2,DALYs (Disability-Adjusted Life Years),76,Belgium,3,Both,22,All Ages,429,Breast cancer,1,Number,2016,54402.73416,58345.30321,50763.09312
2,DALYs (Disability-Adjusted Life Years),76,Belgium,3,Both,22,All Ages,456,Pancreatic cancer,1,Number,2016,33872.92522,35630.86484,32279.65437
2,DALYs (Disability-Adjusted Life Years),76,Belgium,3,Both,22,All Ages,459,Malignant skin melanoma,1,Number,2016,9177.7532,10652.10675,6407.550917
2,DALYs (Disability-Adjusted Life Years),76,Belgium,3,Both,22,All Ages,471,Kidney cancer,1,Number,2016,13320.93912,14423.45697,12368.48891
2,DALYs (Disability-Adjusted Life Years),76,Belgium,3,Both,22,All Ages,474,Bladder cancer,1,Number,2016,17158.52752,18379.38544,15953.74817
2,DALYs (Disability-Adjusted Life Years),76,Belgium,3,Both,22,All Ages,480,Thyroid cancer,1,Number,2016,2179.248707,2449.865217,1961.82885
2,DALYs (Disability-Adjusted Life Years),76,Belgium,3,Both,22,All Ages,417,Liver cancer,1,Number,2016,17116.17855,18110.81075,16179.00302
2,DALYs (Disability-Adjusted Life Years),76,Belgium,3,Both,22,All Ages,487,Leukemia,1,Number,2016,24773.25533,26172.87963,23407.99731
2,DALYs (Disability-Adjusted Life Years),76,Belgium,3,Both,22,All Ages,544,Parkinson's disease,1,Number,2016,16545.65366,18531.53224,15001.10093
2,DALYs (Disability-Adjusted Life Years),76,Belgium,3,Both,22,All Ages,974,Diabetes and kidney diseases,1,Number,2016,141347.8509,176229.5585,110387.8254
2,DALYs (Disability-Adjusted Life Years),108,Belize,3,Both,22,All Ages,487,Leukemia,1,Number,2016,501.7589791,559.7092241,455.0786319
2,DALYs (Disability-Adjusted Life Years),108,Belize,3,Both,22,All Ages,544,Parkinson's disease,1,Number,2016,172.6454446,197.7629026,157.886252
2,DALYs (Disability-Adjusted Life Years),108,Belize,3,Both,22,All Ages,974,Diabetes and kidney diseases,1,Number,2016,8103.671423,9162.209002,7185.337567
2,DALYs (Disability-Adjusted Life Years),108,Belize,3,Both,22,All Ages,429,Breast cancer,1,Number,2016,486.1933937,540.9579076,434.0143434
2,DALYs (Disability-Adjusted Life Years),108,Belize,3,Both,22,All Ages,456,Pancreatic cancer,1,Number,2016,317.8517946,341.0355994,296.0775831
2,DALYs (Disability-Adjusted Life Years),108,Belize,3,Both,22,All Ages,459,Malignant skin melanoma,1,Number,2016,43.1925377,66.07289509,33.39027664
2,DALYs (Disability-Adjusted Life Years),108,Belize,3,Both,22,All Ages,471,Kidney cancer,1,Number,2016,149.0694193,204.6084026,132.5933036
2,DALYs (Disability-Adjusted Life Years),108,Belize,3,Both,22,All Ages,474,Bladder cancer,1,Number,2016,87.30709531,95.04003163,80.74736031
2,DALYs (Disability-Adjusted Life Years),108,Belize,3,Both,22,All Ages,480,Thyroid cancer,1,Number,2016,28.73662487,31.91560526,26.19689376
